operation,type,manufacturer,engine_type,engines,year_manufacturing,seating,fatalities
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2009,73,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2009,73,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1982,6,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1982,6,0
OPERADOR PARTICULAR,AVIÃO,INPAER INDUSTRIA PAULISTA E AERONÁUTICA,PISTÃO,MONOMOTOR,2010,4,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1982,6,0
AEROCLUBE,AVIÃO,CHINCUL SACAIFI,PISTÃO,MONOMOTOR,1990,4,0
AEROCLUBE,AVIÃO,CHINCUL SACAIFI,PISTÃO,MONOMOTOR,1990,4,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1981,14,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1981,14,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,1994,8,0
OPERADOR PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,2007,4,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2009,112,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2009,112,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2009,112,0
OPERADOR DE AERONAVE,AVIÃO,AIRCRAFT INDUSTRIES,TURBOÉLICE,BIMOTOR,2010,21,0
OPERADOR DE AERONAVE,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1980,6,0
OPERADOR PARTICULAR,AVIÃO,RAYTHEON AIRCRAFT,TURBOÉLICE,BIMOTOR,2005,11,0
OPERADOR PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,2006,4,0
OPERADOR DE AERONAVE,AVIÃO,HAWKER BEECHCRAFT,JATO,BIMOTOR,2008,8,0
OPERADOR DE AERONAVE,AVIÃO,HAWKER BEECHCRAFT,JATO,BIMOTOR,2008,8,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2008,197,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2007,197,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2008,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2008,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2008,112,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2008,112,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2008,112,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2008,112,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2008,112,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2009,14,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,1975,8,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1984,14,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1987,7,0
OPERADOR DE AERONAVE,AVIÃO,LEARJET,JATO,BIMOTOR,1999,10,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1974,4,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,1979,7,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,TURBOÉLICE,BIMOTOR,1981,8,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2001,154,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1979,2,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2008,14,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2010,141,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2010,141,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2010,141,0
OPERADOR PARTICULAR,AVIÃO,TERRA AMBIENTAL E INCORPORADORA LTDA,PISTÃO,MONOMOTOR,2010,2,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1977,6,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2007,194,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1977,4,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1977,4,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,1988,10,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,1999,8,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1973,4,0
ESCOLA DE AVIAÇÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1972,6,0
ESCOLA DE AVIAÇÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1972,6,0
ESCOLA DE AVIAÇÃO,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,1995,2,0
ÓRGÃO PÚBLICO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1988,4,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1988,4,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1988,4,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1988,4,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1988,4,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1997,6,0
OPERADOR DE AERONAVE,AVIÃO,LEARJET,JATO,BIMOTOR,2001,10,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,0,0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2009,197,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2009,197,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,1989,249,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1982,6,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1976,6,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2001,194,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2002,153,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2002,153,0
OPERADOR DE AERONAVE,ANFÍBIO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,1998,10,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1990,139,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2005,152,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2009,197,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2007,197,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2007,197,0
OPERADOR PARTICULAR,AVIÃO,AMERICAN CHAMPION,PISTÃO,MONOMOTOR,2010,2,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1970,4,0
OPERADOR DE AERONAVE,AVIÃO,HAWKER BEECHCRAFT,JATO,BIMOTOR,2005,8,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1980,4,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1980,4,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1997,156,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1972,4,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2010,184,0
OPERADOR DE AERONAVE,AVIÃO,LEARJET,JATO,BIMOTOR,1980,10,0
OPERADOR DE AERONAVE,AVIÃO,LEARJET,JATO,BIMOTOR,1980,10,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2006,194,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2002,152,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2000,6,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2000,6,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2010,141,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2001,54,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,0,11,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1983,5,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1983,5,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1983,5,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1950,4,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2009,17,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2009,17,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1969,2,0
OPERADOR DE AERONAVE,AVIÃO,HAWKER BEECHCRAFT,JATO,BIMOTOR,2008,8,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2003,14,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2003,14,0
OPERADOR DE AERONAVE,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1978,11,0
OPERADOR DE AERONAVE,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1978,11,0
OPERADOR DE AERONAVE,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1978,11,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1999,6,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1998,71,0
OPERADOR DE AERONAVE,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1992,6,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1992,6,0
ÓRGÃO PÚBLICO,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,2009,6,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2006,92,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1966,4,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2007,NULL,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1980,4,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,TURBOÉLICE,BIMOTOR,1981,7,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,1993,11,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1999,7,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2003,14,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,TURBOEIXO,BIMOTOR,2007,187,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,TURBOEIXO,BIMOTOR,2007,187,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2008,197,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2000,154,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2000,154,0
OPERADOR PARTICULAR,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2006,8,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1975,21,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1975,21,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1975,21,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1979,2,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2006,92,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1984,6,0
OPERADOR DE AERONAVE,AVIÃO,TWIN COMMANDER,TURBOÉLICE,BIMOTOR,1978,10,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2001,73,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2001,73,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2001,73,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2001,73,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2006,194,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1990,4,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1988,156,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1988,156,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1988,156,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2008,22,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1998,156,0
OPERADOR DE AERONAVE,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1981,10,0
OPERADOR DE AERONAVE,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1981,10,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1976,10,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2000,50,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2001,188,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1989,156,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1998,153,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1998,153,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,1999,NULL,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2008,4,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2009,14,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2009,14,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,2010,11,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,TURBOÉLICE,BIMOTOR,1979,7,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2005,4,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,125,0
OPERADOR PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,2007,4,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1974,2,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2003,13,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1996,52,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1996,52,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1996,52,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1996,52,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1996,52,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1996,52,0
OPERADOR DE AERONAVE,AVIÃO,RAYTHEON AIRCRAFT,JATO,BIMOTOR,2006,8,0
ÓRGÃO PÚBLICO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,MONOMOTOR,2001,5,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2010,73,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2010,73,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2010,73,0
OPERADOR PARTICULAR,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,2009,7,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,MONOMOTOR,2008,6,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2009,22,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2009,22,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2009,22,0
OPERADOR PARTICULAR,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,MONOMOTOR,2010,6,0
OPERADOR DE AERONAVE,AVIÃO,LEARJET,JATO,BIMOTOR,1980,10,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2008,4,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1980,21,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011,125,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1977,2,0
OPERADOR PARTICULAR,AVIÃO,HAWKER BEECHCRAFT,PISTÃO,BIMOTOR,2010,6,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1979,7,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2009,21,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2009,21,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2009,21,0
OPERADOR PARTICULAR,AVIÃO,PILATUS,TURBOÉLICE,MONOMOTOR,2009,10,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2010,141,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2010,141,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,1980,7,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,2000,6,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1983,6,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2007,129,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2007,129,0
OPERADOR DE AERONAVE,AVIÃO,HAWKER BEECHCRAFT,TURBOÉLICE,BIMOTOR,2009,11,0
OPERADOR PARTICULAR,ULTRALEVE,***,PISTÃO,MONOMOTOR,2004,2,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1976,8,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2010,21,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2010,73,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2008,21,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1979,5,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1979,5,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1979,5,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1979,5,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2003,14,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2003,14,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2005,13,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2006,17,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1999,50,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1999,50,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1999,50,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1966,2,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2009,15,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2009,15,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1969,6,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1969,6,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2010,14,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2010,14,0
